doi,paper_id,title,authors,published_date,submission_date,article_url,in_scope,qualitative,data,code,data_and_code,neither,data_gated,data_source_apply_at,package_location,path_to_package,coverage_checked,notes,batch
10.15195/v4.a9,SS114,Fast or Slow: Sociological Implications of Measuring Dual-Process Cognition,Rick Moore,2017-02-27,"October 20, 2016",https://sociologicalscience.com/articles-v4-9-196/,Y,N,N,N,N,Y,Y,Author-collected data: response-latency (timed-response) measures collected in formal data gathered in conjunction with Rick Moore's own ethnographic study of atheists and evangelicals (NSF Award SES-1333672). | APPLY/ROUTE: No external access route. This is author-collected confidential human-subjects data (ethnographic fieldwork plus timed-response/experimental measures on atheists and evangelicals); it is not deposited in any public repository and no replication package or application/DUA route is provided. Access would be only at the author's discretion.,,N/A — replication package unavailable,"(a) Article page https://sociologicalscience.com/articles-v4-9-196/ — only a Supplemental Material PDF linked, no reproducibility/replication package, no repo links. (b) Full article PDF https://sociologicalscience.com/download/vol-4/february/SocSci_v4_196to223.pdf — read fully incl. end-matter/footnotes/references; only citation DOIs; footnote states recoding record 'available from the author upon request'; no package. (c) Supplement PDF https://sociologicalscience.com/download/vol-4/february/supplemental_materials/SocSci_v4_196to223_supp.pdf — opened and read all 4 pages: Appendix A/B/C = instructions, data tables, regression tables; NO printed R/Stata code, no do-file, no library()/program define, no package URL. (d) Repository APIs queried: OSF user 'Rick Moore' id m29yj (0 public nodes, no registrations); OSF user filter; Harvard Dataverse search (no match, only Will H. Moore); Zenodo search (no matching author); GitHub repo search (0 results). No targeted web_search needed.","No usable package: coverage-verify CONFIRMS no package: Independently and skeptically re-checked every source and confirmed NO replication package exists for Rick Moore, 2017, ""Fast or Slow: Sociological Implications of Measuring Dual-Process Cognition"" (Sociological Science 4:196-223). (a) Article page https://sociologicalscience.com/articles-v4-9-196/ re-fetched: tabs are only Abstract, Author Information, Supplemental Material, Process Info; only downloads are the article PDF and Supplemental PDF; no Reproducibility/Replication Package tab or line, no OSF/Dataverse/GitHub/Zenodo repo links. (b) Supplement PDF https://sociologicalscience.com/download/vol-4/february/supplemental_materials/SocSci_v4_196to223_supp.pdf downloaded and text-extracted myself via pdftotext (622 words, 4 pages): Appendix A = rating-exercise instructions + interface screenshot, Appendix B = Positivity coding tables, Appendix C = OLS regression tables. NO printed R/Stata code, no do-file, no library()/program define/proc, no URL, no data/code-availability statement to any package. (c) Repository APIs queried directly (plain HTTP, no keyword budget): Harvard Dataverse search by title and by authorName:""Rick Moore"" = 0 for this author (all ""Moore"" datasets belong to Will H. Moore, a different political-science author/topic); OSF user filter full_name=""Rick Moore"" -> id m29yj has 0 nodes, 0 registrations, 0 preprints, and title filter ""dual-process cognition"" = 0; Zenodo = no matching record; GitHub search = 0 repositories; figshare search = empty. (d) Keyword web_search used only as last resort returned nothing linking the author to any package. Article predates Sociological Science reproducibility-package requirements; the full-PDF footnote noting recoding records ""available from the author upon request"" is not a downloadable package. Conclusion: replication package unavailable; the locate agent's negative is correct and coverage is complete.",2
10.15195/v4.a10,SS115,Making Friends in Violent Neighborhoods: Strategies among Elementary School Children,"Anjanette M. Chan Tack, Mario L. Small",2017-03-15,"January 12, 2017",https://sociologicalscience.com/articles-v4-10-224/,Y,Y,N,N,N,Y,Y,"Author-collected in-depth qualitative interviews with 72 students, parents, and teachers (African American children ages 11-15) in two elementary schools in violent Chicago neighborhoods. | APPLY/ROUTE: No external access route exists. The data are confidential, author-collected human-subjects interviews with minors (IRB-protected), not deposited in any repository; the article provides no data availability statement or application/request route.",,N/A,"(a) Article page https://sociologicalscience.com/articles-v4-10-224/ - no supplemental/reproducibility tab, no package link, only main PDF linked; (b) Full article PDF https://sociologicalscience.com/download/vol-4/march/SocSci_v4_224to248.pdf read in full incl. end-matter (Conclusions, Notes 1-9, References, Acknowledgements box p.248) - no data/code availability statement, no OSF/Dataverse/Zenodo/GitHub/DOI package link; (c) No supplement PDF exists for this article; (d) Repository APIs: Harvard Dataverse search by title -> no match; OSF nodes filter[title]=Making Friends in Violent Neighborhoods -> 0; OSF users filter[full_name]=Mario Small -> 0; Zenodo q=title -> 0. web_search budget not used (not needed).","No usable package: coverage-verify CONFIRMS no package: Independently re-verified every source; no replication package exists. (a) Article page https://sociologicalscience.com/articles-v4-10-224/ has only Abstract/Author Info/Process Info tabs and a single main PDF link — no supplemental/reproducibility tab or package line. (b) Full article PDF (SocSci_v4_224to248.pdf) downloaded and extracted with pdftotext (1299 lines); read References + Acknowledgements box p.248 in full — acknowledgements list only funders and RAs for fieldwork/interviews, no data/code availability statement, no repository URL/DOI. A grep of the entire text for osf|dataverse|zenodo|github|figshare|replicat|do-file|available at|data/code avail|appendix|supplement|library(|program define|.dta|proc returned zero matches. Study is qualitative/ethnographic (interviews with elementary school children), so no code/appendix package is expected. (c) No supplement PDF exists. (d) Repository APIs queried directly by title AND author: Harvard Dataverse (title + author 'Chan Tack') no match; OSF nodes filter[title]=0, OSF users 'Anjanette Chan Tack'=0 and 'Mario Small'=0; Zenodo title query no match; GitHub search API (via curl) total_count=0 for both topic and author queries. The locate agent's negative is confirmed and reproduced; nothing was missed.",2
10.15195/v4.a12,SS117,"More than Money: Social Class, Income, and the Intergenerational Persistence of Advantage",Carina Mood,2017-04-05,"January 3, 2017",https://sociologicalscience.com/articles-v4-12-263/,Y,N,N,N,N,Y,Y,"Swedish full-population national administrative registers and censuses (matched parent–child multigenerational microdata for cohorts born 1958–1972; income from tax/benefit registers, occupation from six censuses, education from the education register), held by Statistics Sweden (SCB). Access route: formal application to SCB for restricted register microdata, requiring an approved research proposal, ethics approval, and a confidentiality/data-use agreement, with delivery via SCB's MONA remote-access system. | APPLY: Formal application to Statistics Sweden (SCB) for restricted register/census microdata — requires research proposal, ethics approval, and a data-use/confidentiality agreement; data accessed remotely through SCB's MONA portal (https://www.scb.se/en/services/ordering-data-and-statistics/).",,N/A - no package URL found,"(a) Article page https://sociologicalscience.com/articles-v4-12-263/ — only Supplemental Material + main PDF links, no reproducibility/replication package line. (b) Full article PDF https://sociologicalscience.com/download/vol-4/april/SocSci_v4_263to287.pdf — read end-matter incl. Acknowledgements (p.287), footnotes/coding notes, references; no data/code availability statement, no OSF/Dataverse/Zenodo/GitHub/DOI package link; data described as confidential Swedish register data. (c) Supplement PDF https://sociologicalscience.com/download/vol-4/april/SocSci_v4_263to287_supp.pdf — extracted text; no package URL and no printed code. (d) Repository APIs: Harvard Dataverse search (Carina Mood / intergenerational persistence advantage) — no match; OSF nodes filter[title]=More than Money — only unrelated consumer/organization papers; Zenodo q=Carina Mood intergenerational — no Mood-authored record. (e) No web_search used (a-d conclusive; confidential register data precludes an open package).","No usable package: coverage-verify CONFIRMS no package: Skeptical re-check of every source confirms NO replication package exists for Carina Mood, ""More than Money"" (Sociological Science 2017, v4-12-263). (a) Article page: tabs are Abstract / Author Information / Supplemental Material / Process Info only; the two download links are the main PDF (SocSci_v4_263to287.pdf) and one Supplemental Material PDF (SocSci_v4_263to287_supp.pdf). No 'Reproducibility Package'/'replication materials' line or tab. (b) Full article PDF end-matter, verified by local pdftotext extraction of the saved file (p.286-287): the paper ends with References (only DOIs of CITED works, not a package) followed by an Acknowledgements paragraph and the author's email (carina.mood@sofi.su.se, Swedish Institute for Social Research, Stockholm University). There is NO data-availability or code-availability statement, no OSF/Dataverse/Zenodo/GitHub/figshare/DOI package link, and no appendix pointing to code. (c) Supplement PDF, verified by local pdftotext extraction: only ~483 words of supplemental tables/text; grep for http/osf/dataverse/zenodo/github/figshare/doi/library(/program define/proc/do-file/replicat/code returned ZERO hits — no package URL and no printed code. (d) Repository APIs queried directly: Harvard Dataverse (q=Carina Mood intergenerational persistence advantage) — only unrelated 'Replication Data' items by other authors, no Mood match; Zenodo (q=Carina Mood intergenerational) — only unrelated records (wasp taxonomy, staining, linguistics, etc.); GitHub search — total_count 0; figshare search — only unrelated chemistry/biology items, no Mood match. OSF: title filter 'More than Money' returns only the unrelated consumer-preferences and organizations papers; I additionally located the OSF USER account for Carina Mood (id=aqwtm) and enumerated her public nodes — she has exactly 2 public projects ('Equalization through deterioration: The shrinking gender gap in Swedish school grades' and 'Supplemental materials for Bonds and Barriers (preprint)'), NEITHER of which is this 2017 paper. T...",2
10.15195/v4.a14,SS119,"Interactions, Actors, and Time: Dynamic Network Actor Models for Relational Events","Christoph Stadtfeld, Per Block",2017-05-15,"March 10, 2017",https://sociologicalscience.com/articles-v4-14-318/,Y,N,N,Y,N,N,Y,"MIT Media Lab ""Social Evolution"" dataset (Reality Commons) — time-stamped phone-call events and longitudinal friendship-survey data for 84 residents of a U.S. student dormitory | APPLY/ROUTE: Registration + data-use agreement via the MIT Reality Commons portal at http://realitycommons.media.mit.edu/socialevolution.html; the journal replication package ships only R scripts and the goldfish package (no data) and its prep script reads local SocialEvolution/*.csv files the user must obtain from that portal.",https://sociologicalscience.com/download/vol-4/may/supplemental_materials/ReplicationMaterial_StadtfeldBlock_SociologicalScience_2017.zip,https://sociologicalscience.com/download/vol-4/may/supplemental_materials/ReplicationMaterial_StadtfeldBlock_SociologicalScience_2017.zip,"(a) Article page supplemental/replication section — FOUND a dedicated ""Replication Materials"" ZIP download link. Also visible: supplement PDF (SocSci_v4_318to352_supp.pdf) and full article PDF. Additionally checked (d) GitHub API (q=DyNAM relational events Stadtfeld → 0 results) and OSF API (title=Dynamic Network Actor Models → 0 results) in parallel, but these were unnecessary since (a) already yielded the actual package URL. Did not need to open the article PDF, supplement PDF, or use web search.","in_scope=Y, qualitative=N. Empirical case study on Social Evolution phone-call relational-event data. Package verified by real fetch + unzip: three replication R scripts reproduce this paper's results (code=Y); analysis dataset not deposited, must be requested from external Reality Commons (data=N, data_gated=Y). | provenance: Downloaded and inspected the actual ZIP from the journal server (sociologicalscience.com). Script header in replication_data_preparation.R explicitly names 'Replication material for the publication Stadtfeld, C. & Block, P. — Interactions, Actors and Time: Dynamic Network Actor Models for Relational Events, Sociological Science' and 'Data preparation script by Christoph Stadtfeld' (one of the two authors). RULE4 satisfied: owner is an author AND scripts cite THIS paper. Not a preprint (RULE3 OK). Code claim backed by real .R files read directly, not a general dependency (RULE2 OK).",2
10.15195/v4.a17,SS122,A Taste of Inequality: Food's Symbolic Value across the Socioeconomic Spectrum,Priya Fielding-Singh,2017-08-10,"June 15, 2017",https://sociologicalscience.com/articles-v4-17-424/,Y,Y,N,N,N,Y,Y,"Author-collected qualitative data: in-depth interviews with 160 parents and adolescents and 80 hours of ethnographic observations with four families, recruited via ""Hillview Central High School"" (Priya Fielding-Singh, Stanford University). | APPLY/ROUTE: No external access route. These are confidential, IRB-protected human-subjects data (identifiable interviews and family ethnography) collected by the author and not deposited in any repository; access was discretionary/institutional to the author, and no application, license, or request route is provided.",,N/A,"(a) Article page https://sociologicalscience.com/articles-v4-17-424/ -- no reproducibility package line, only PDF + Supplemental Material links. (b) Full article PDF https://sociologicalscience.com/download/vol-4/august/SocSci_v4_424to448.pdf -- read whole doc incl. end-matter/acknowledgements/footnotes; no data/code availability, all DOIs are reference citations. (c) Supplement PDF https://sociologicalscience.com/download/vol-4/august/supplemental_materials/SocSci_v4_424to448_supp.pdf -- extracted full text; contains only interview protocols, NO printed code, NO package link. (d) APIs queried via WebFetch: Harvard Dataverse search (no match); OSF users filter by full_name (2 users, checked both users' /nodes/ -- no related project) ; Zenodo records q=Taste of Inequality/Fielding-Singh (no match); GitHub search repositories (total_count 0). (e) Web search not used (budget conserved; a-d conclusive).","No usable package: coverage-verify CONFIRMS no package: Independently and skeptically re-checked every source; no replication package exists. (a) Article page https://sociologicalscience.com/articles-v4-17-424/ re-fetched: tabs are only Abstract / Author Information / Supplemental Material / Process Info -- no Reproducibility Package, Replication, or Data Availability line (consistent with Sociological Science vol-4, Aug 2017, which predates the journal's later reproducibility-package mandate). (b) Full article PDF (SocSci_v4_424to448.pdf) downloaded and extracted with pdftotext; keyword scan (github/osf/dataverse/zenodo/figshare/dropbox/do-file/library(/replicat/availab) found only the prose word 'available' and an Acknowledgements section (Stanford funding + personal thanks) -- no data/code availability statement, all DOIs are reference citations. (c) Supplement PDF (SocSci_v4_424to448_supp.pdf) extracted locally via pdftotext (WebFetch could not decode it): 5 pages (S1-S5) of Parent and Adolescent Interview Protocols ONLY; keyword scan for code/repository links returned nothing -- NO printed R/Stata/Python code, NO package link. This is a qualitative in-depth interview study, so no statistical replication package is expected and the confidential interview data is unshareable. (d) Repository APIs queried directly by author/title, no budget cap: Harvard Dataverse (q=Fielding-Singh+Taste+of+Inequality and q='Priya Fielding-Singh') -- no match; OSF users by full_name returned two users (cbjrm, tmwvy) and I checked BOTH /nodes/ endpoints (cbjrm has 1 unrelated public node on college activism; tmwvy has 0 public nodes) -- no related project; Zenodo q='Taste of Inequality' Fielding-Singh -- no match; GitHub search/repositories -- total_count 0; figshare search -- total_count 0. Web search was not needed as APIs and direct PDF extraction were conclusive. The locate agent's negative is correct.",2
10.15195/v4.a18,SS123,"The Partial Deinstitutionalization of Affirmative Action in U.S. Higher Education, 1988 to 2014","Daniel Hirschman, Ellen Berrey",2017-08-28,"June 21, 2017",https://sociologicalscience.com/articles-v4-18-449/,Y,N,N,N,N,Y,Y,"College Board Annual Survey of Colleges (ASC) — proprietary/commercial data licensed from the College Board — plus Barron's Profiles of American Colleges (commercial guidebook). The ASC supplies the primary dependent variable (stated consideration of race in admissions). | APPLY: Purchase/license the Annual Survey of Colleges (ASC) data from the College Board (College Board's higher-education/enrollment data licensing), a commercial vendor; Barron's Profiles is a purchased commercial guidebook. No public download or deposited replication package exists.",,No replication package exists or is linked. (a) The article page (https://sociologicalscience.com/articles-v4-18-449/) has NO Supplemental Material / Reproducibility Package tab and NO replication-materials line; its only PDF link is the article itself (SocSci_v4_449to468.pdf). (b) I read the ENT...,"(a) Article landing page sociologicalscience.com/articles-v4-18-449/ -- enumerated all hyperlinks; no supplemental/reproducibility/replication link, only the article PDF. (b) Full article PDF sociologicalscience.com/download/vol-4/august/SocSci_v4_449to468.pdf -- read all 20 pages incl. Notes 1-11, References, and Acknowledgments end-matter; no data/code availability statement, no package URL/DOI. (c) No *_supp.pdf exists for this article; confirmed single self-contained PDF, so no printed do-file/R code appendix. (d) Repository APIs via WebFetch: Harvard Dataverse search (title+authors) - no match; OSF nodes filter[title]=affirmative action - no Hirschman/Berrey match; OSF users filter=Daniel Hirschman -> jv794, listed public nodes - none relevant; Zenodo q=Hirschman Berrey affirmative action - no match; GitHub search repositories - 0 results. (e) One WebSearch (budget now used) - confirmed no package located; author personal sites danhirschman.com and danielhirschman.com both failed on TLS certificate errors and could not be scanned.","No usable package: coverage-verify CONFIRMS no package: Independently and skeptically re-checked every source; no replication package exists. (a) Article landing page (sociologicalscience.com/articles-v4-18-449/): enumerated all hyperlinks — only the single article PDF is linked; no Supplemental Material / Reproducibility Package / replication line. (b) Read the full PDF end-matter directly (pages 464-468) via the Read tool, not a summary: Notes 1-11, References, and Acknowledgments contain NO data/code availability statement, NO package URL/DOI, and NO printed code. Note 1 states estimates come from authors' calculations on ASC + IPEDS data; Note 7 explicitly says 'Calculations are available on request' — an availability-on-request statement, i.e., no deposited package. Acknowledgments only thank an RA/reviewers and cite Brown University funding. (c) No *_supp.pdf exists — single self-contained PDF, so no printed do-file/R code appendix. (d) Queried repository APIs directly over HTTP (no keyword-search budget): Harvard Dataverse — no match; OSF nodes filter[title]=affirmative action — 8 unrelated projects; OSF users — Daniel Hirschman=jv794, pulled his actual public node list (SocArXiv/open-scholarship infrastructure, none on affirmative action), Ellen Berrey — no OSF user found; Zenodo q=Hirschman Berrey affirmative action — only unrelated third-party records; GitHub search — total_count 0; figshare — no relevant match. Per the project's labeling convention, data 'available on request' with no downloadable package means the replication package is unavailable. No web_search was needed; APIs and direct fetches were sufficient.",2
10.15195/v4.a19,SS124,How Black Are Lakisha and Jamal? Racial Perceptions from Names Used in Correspondence Audit Studies,S. Michael Gaddis,2017-09-06,"May 18, 2017",https://sociologicalscience.com/articles-v4-19-469/,Y,N,N,N,N,Y,Y,"Author-collected survey experiment (respondents rating the race associated with names); names drawn from New York birth record data provided by Larry D. Schoen | APPLY/ROUTE: No external route exists: the analysis data are the authors' own human-subjects survey-experiment responses that were not deposited, and the underlying name pool came from New York birth records obtained through discretionary private access (provided to the author by Larry D. Schoen), not a public archive",,none,"article page, article PDF, supplement PDF, OSF, Dataverse, Zenodo, GitHub","No usable package: coverage-verify CONFIRMS no package: Independently and skeptically re-checked every source; no replication package (data or code) exists. (a) Article page (sociologicalscience.com/articles-v4-19-469): only links are the article PDF and supplement PDF — no Supplemental Material reproducibility tab, no 'Reproducibility Package'/'replication materials' line. (b) Full article PDF end-matter (downloaded + pdftotext): NO data/code availability statement; acknowledgements list only RAs/commenters; the only external data pointer is footnote 2 to http://www.auditstudies.com (a general audit-study index, not a replication package). (c) Supplement PDF body (downloaded + pdftotext, 1671 lines): contains ONLY statistical tables (Table A1 names by mother's race/education; regression/odds-ratio tables) — no printed R/Stata/SAS code, no do-file, no library(/program define/proc, no repository URLs. (d) Repository APIs queried directly: Harvard Dataverse exact-title q=0 (keyword hits are unrelated Garcia & Abascal 2016 paper); OSF returns node sddv6 and preprint 7c4wv_v1 that match the title exactly, but both are the SocArXiv PREPRINT deposit (tags Preprint/socarxiv) with EMPTY osfstorage — a preprint, not a data/code package; Zenodo, figshare, GitHub all no match (GitHub jaeyk/validated_names is the unrelated 2023 Crabtree/Kim validated-names project). Author homepage smichaelgaddis.com does not resolve. Last-resort web_search suggested Harvard Dataverse DOI 10.7910/DVN/NLDF3N, which I verified via API and it is a DIFFERENT 2024 paper ('New OMB's race and ethnicity standards will affect how Americans self-identify') — a hallucinated conflation, not this article. The locate agent's negative is corroborated: replication package unavailable.",2
10.15195/v4.a21,SS126,"Motherhood, Sex of the Offspring, and Religious Signaling",Ozan Aksoy,2017-09-27,"June 7, 2017",https://sociologicalscience.com/articles-v4-21-511/,Y,N,N,N,N,Y,Y,"Turkey's 2013 Demographic and Health Survey (DHS), obtained via The DHS Program data portal (dhsprogram.com), which requires account registration and an approved data-access request. | APPLY: Register an account and submit a project/research-description data request at The DHS Program portal (https://dhsprogram.com/data/), which must be approved before the Turkey 2013 survey datasets can be downloaded.",,N/A - no package URL found,"(a) Article page https://sociologicalscience.com/articles-v4-21-511/ - only a supplement PDF linked, no reproducibility/replication package line. (b) Full main article PDF read end-to-end (pp.511-527) incl. Data section, Notes, References, Acknowledgments - data explicitly restricted/not public, available from author on request; no package link/DOI. (c) Supplement PDF SocSci_v4_511to527_supp.pdf read fully (S1-S10) - contains formal signaling-game model (Section A) and Stata regression OUTPUT tables (B1, C1, C2); NO printed code/do-file and NO package URL. (d) Repository APIs: Harvard Dataverse search (no Aksoy match); OSF title filter (0 results); OSF author full_name=Ozan Aksoy -> profile rcyxn found, 6 public nodes enumerated, none for this paper; Zenodo (only unrelated botanist Ahmet Aksoy). No web_search needed.","No usable package: coverage-verify CONFIRMS no package: No replication package exists for Aksoy (2017), ""Motherhood, Sex of the Offspring, and Religious Signaling,"" Sociological Science 4:511-527. I independently re-verified every source the locate agent claimed, extracting the actual PDF text rather than trusting summaries:

(a) ARTICLE PAGE (https://sociologicalscience.com/articles-v4-21-511/): The only ""Data and Materials"" links are the main article PDF and a single Supplemental Material PDF. No ""Reproducibility Package,"" ""Replication,"" ""Data,"" or ""Code"" tab/line exists.

(b) FULL ARTICLE PDF END-MATTER (I ran pdftotext and read the real text): The Data section states verbatim: ""These data sets are available from the Hacettepe University Institute of Population Studies and Pew Research Center, but restrictions apply to the availability of these data, which were used under license for the current study and so are not publicly available. Data are, however, available from the author upon reasonable request..."" The Notes/footnotes, Acknowledgements (""I thank Aron Szekely, Francesco Billari...""), and author note (email ozan.aksoy@ucl.ac.uk only) contain NO repository/DOI/URL for code or data. References contain only citation DOIs (e.g., the Pew source URL pewforum.org and a citation to Hainmueller's ""ebalance"" Stata package — a cited method, not a replication package).

(c) SUPPLEMENT PDF (SocSci_v4_511to527_supp.pdf, full 2,350-word text extracted): Contains only the formal signaling-game model (Section A) and Stata regression OUTPUT tables. A targeted grep for do-file/.do/library(/program define/regress/logit/http/www/replication/available found NO printed code and NO repository URL.

(d) REPOSITORY APIs queried directly by author/title (plain HTTP): Harvard Dataverse (q=author:Aksoy&type=dataset -> 0 datasets; keyword query -> no Aksoy match); OSF title filter -> total:0; OSF user filter[full_name]=Ozan Aksoy -> profile rcyxn confirmed (ORCID 0000-0003-2170-6099 verified), and I enumerated all 6 of his public nodes: ""Religious markers reduce perceived trustwor...",2
10.15195/v4.a22,SS127,Revisiting Broken Windows: The Role of Neighborhood and Individual Characteristics in Reaction to Disorder Cues,Beate Volker,2017-10-11,"July 22, 2017",https://sociologicalscience.com/articles-v4-22-528/,Y,N,N,N,N,Y,N,,,"N/A - no package URL. Data available upon request from author only (Beate Volker, b.volker@uva.nl).","(a) Article page https://sociologicalscience.com/articles-v4-22-528/ — only a 'Supplemental Material' link (the supplement PDF); no 'Reproducibility Package'/'replication materials' line. (b) Full main PDF https://sociologicalscience.com/download/vol-4/october/SocSci_v4_528to551.pdf — read end-matter, data/code availability, footnotes, acknowledgments, references; data-availability statement says data 'available upon request'; no OSF/Dataverse/Zenodo/GitHub/Dryad/figshare package link; all DOIs are reference citations; article DOI 10.15195/v4.a22 is the article itself. (c) Supplement PDF https://sociologicalscience.com/download/vol-4/october/supplemental_materials/SocSci_v4_528to551_supp.pdf — extracted text; contains only Appendices 2-4 (observer sheet, photographs, variable descriptions); NO printed code, NO 'Appendix: Computer Code', NO repository link. (d) Repository APIs: Harvard Dataverse (no Volker/Revisiting Broken Windows dataset), OSF users filter=Beate Volker -> only user dey85, whose 3 nodes are a 2024 criminology open-science project (unrelated), Zenodo (no matching Volker record). (e) web_search NOT used (budget conserved) — signal from data-availability statement 'available upon request' is conclusive that no public package exists.","No usable package: coverage-verify CONFIRMS no package: Independently re-checked every source and confirmed no replication package exists. (a) Article page https://sociologicalscience.com/articles-v4-22-528/ — tabs are only Abstract/Author Information/Supplemental Material/Process Info; the sole downloadable link is the supplement PDF; no 'Reproducibility Package'/'replication materials' line. (b) Full article PDF end-matter — data-availability statement is 'available upon request'; no repository link (locate agent's read confirmed). (c) Supplement PDF (SocSci_v4_528to551_supp.pdf) extracted and text-scanned locally: 4 pages, Appendices 1-4 (Keizer field-experiment overview table, observer sheet, example photographs, key-variable descriptions). Keyword scan for osf/dataverse/zenodo/github/dryad/figshare/doi/http/library(/program define/proc/do-file/stata/syntax returned ZERO matches — NO printed code and NO repository link. (d) Repository APIs queried directly by author/title: Harvard Dataverse (no Volker 'Revisiting Broken Windows'/'Reaction to Disorder Cues' dataset; nearest hit 'Resisting Broken Windows' is Brown & Zoorob, a different article; Beate-Volker author search yields no matching dataset), OSF (the one user 'Beate Volker' = dey85, ORCID 0000-0002-9823-474X, has exactly 3 nodes all from a 2024 'Attitudes and barriers to open science practices' criminology survey — unrelated to this 2017 field experiment), Zenodo (no match), figshare (no match), GitHub (total_count 0). (e) web_search last-resort returned only the article page, the supplement PDF, and unrelated broken-windows software-engineering/code-quality items. Locate agent's negative is confirmed: no public downloadable replication package exists.",2
,SS128,The Entrepreneur's Network and Firm Performance,"Victor Nee, Lisha Liu, Daniel DellaPosta",2017-10-18,"July 12, 2017",https://sociologicalscience.com/articles-v4-23-552/,Y,N,N,N,N,Y,Y,"Yangzi Delta Survey of Entrepreneurs and Firms, third wave (2012) — a private-manufacturing-firm CEO survey directed by Victor Nee and Sonja Opper, sampling ~700 firms in seven Yangzi River Delta cities in China; fieldwork (face-to-face CEO interviews plus a CFO financial questionnaire) conducted by the Market Survey Research Institute of the Shanghai Academy of Social Sciences. | APPLY/ROUTE: No external access route. This is author-collected, confidential human-subjects survey/interview data (Nee and Opper's proprietary longitudinal firm survey). The article contains no data-availability statement, no replication deposit, and names no application/DUA/license or request portal; access is discretionary to the principal investigators.",,N/A — no package URL exists,"(a) Article page https://sociologicalscience.com/articles-v4-23-552/ — no Supplemental Material tab, no Reproducibility Package line, only the article PDF link. (b) Full article PDF https://sociologicalscience.com/download/vol-4/october/SocSci_v4_552to579.pdf — read entirely incl. end-matter (references, acknowledgments, footnotes, author contacts) via pdftotext; grepped for replicat/reproduc/availab/supplement/osf/dataverse/zenodo/github/appendix/code/.dta/.do — no package, only 'obtain more detail from the authors'. (c) Supplement PDF SocSci_v4_552to579_supp.pdf — HTTP 404, does not exist. (d) Repository APIs: Harvard Dataverse search by title and by author (Nee/DellaPosta) + full dellaposta subtree (100 per_page, only 3 datasets, none matching); OSF nodes title filter + users filter 'Victor Nee' (0 results); Zenodo q=entrepreneur network firm performance Nee (0 relevant); GitHub repositories search (0 results). (e) One WebSearch — only a speculative pointer to DellaPosta Dataverse, directly verified as NOT containing the package.","No usable package: coverage-verify CONFIRMS no package: Independently and skeptically re-checked every source; no replication package exists. (a) Article page (fresh fetch) has only Abstract/Author Information/Process Info tabs — no Supplemental Material tab, no Reproducibility Package line, no data/code links, only the PDF and a generic journal-wide reproducibility-policy link. (b) Downloaded the full article PDF and ran pdftotext: read the real end-matter (references, acknowledgments, author contacts) — no data/code availability statement, no code appendix, no do-file/R code. Grepped the entire 11,151-word text for replicat/reproduc/availab/supplement/osf/dataverse/zenodo/github/figshare/.dta/.do/library(/program define/appendix; every 'replicat' hit is the authors' analytical replication of Burt & Burzynska, and the relevant footnote only says readers 'may obtain more detail from the authors' (author contact, not a package). (c) Supplement PDF SocSci_v4_552to579_supp.pdf returns HTTP 404 — does not exist. (d) Direct repository-API queries: Harvard Dataverse (no matching datasets by Nee/Liu/DellaPosta), OSF title filter (none), Zenodo (none), GitHub search (total_count 0), figshare (none). NEW lead beyond the locate agent: found Daniel DellaPosta's OSF user account directly (id c5jnv, https://osf.io/c5jnv/) via the OSF users API, then queried his nodes endpoint — 0 public nodes, so no package there either. This 2017 Sociological Science article predates the journal's later reproducibility-package practice, consistent with no package existing. The negative is confirmed.",2
